"issue";"date";"outlet";"language";"origin";"reported by";"keywords";"source";"title";"summary";"disproof"
"15";"06.02.2016";"lenta.ru";"Russian";"Ukraine";"StopFake.org";"Taras Shevchenko";"http://bit.ly/1TcG7Sd";"Taras Shevchenko monument was demolished in Tokmak, Zaporizhzhia region.";"Taras Shevchenko monument was demolished in Tokmak, Zaporizhzhia region.";"The monument will just be moved: http://bit.ly/1SLymnV"
"16";"06.02.2016";"Poznavatelnoe.tv @ Youtube";"Russian";"Russia";"Oleksandr Nykonorov, journalist for Depo.ua, blogger, researcher";"Conspiracy";"http://bit.ly/1PRnDUU";"The animated film ""Rise of the Guardians"" subordinates kids to secret orders, it tells kids whom to obey.";"The animated film ""Rise of the Guardians"" subordinates kids to secret orders, it tells kids whom to obey.";"No evidence given. The film tells a story about Santa Claus, the Tooth Fairy, the Easter Bunny, and the Sandman."
"15";"06.02.2016";"lenta.ru";"Russian";"Ukraine";"StopFake.org";"Taras Shevchenko";"http://bit.ly/1TcG7Sd";"Taras Shevchenko monument was demolished in Tokmak, Zaporizhzhia region.";"Taras Shevchenko monument was demolished in Tokmak, Zaporizhzhia region.";"The monument will just be moved: http://bit.ly/1SLymnV"
"15";"06.02.2016";"Sergey Markov @ Facebook";"Russian";"Ukraine, Poland";"Igor Solovey, journalist, expert of ""Агентство международных исследований"" (АМИ)";"Warmongering";"http://on.fb.me/1O6BORX";"Polish President wants Ukrainian lands returned to Poland.";"Polish President wants Ukrainian lands returned to Poland.";"Repeating an already debunked disinformation."
"14";"06.02.2016";"Georgy Kotyonok @Youtube";"Russian";"Chechnya, Turkey, Russia, Ukraine, EU, US";"Oleksandr Nykonorov, journalist for Depo.ua, blogger, researcher";"Yegor Kvasnyuk, Crimean Tatars, Recep Tayyip Erdoğan, Terrorism, Crimea, Daesh";"http://bit.ly/1SCzv1c";"In 2016, there will be terror attacks in Crimea. The leader of the Crimean Tatars Dzhemilev and Turkish President Erdogan will receive so many guns they will turn Crimea into new Chechnya. Dzhemilev already received 3,000 ISIS fighters. Soon, these fighters will enter Crimea, which is organised by American ""hawks"" and by the European Parliament - Yegor Kvasnyuk from Russian Institute of Strategic Studies (body established by the Russian President).";"In 2016, there will be terror attacks in Crimea. The leader of the Crimean Tatars Dzhemilev and Turkish President Erdogan will receive so many guns they will turn Crimea into new Chechnya. Dzhemilev already received 3,000 ISIS fighters. Soon, these fighters will enter Crimea, which is organised by American ""hawks"" and by the European Parliament - Yegor Kvasnyuk from Russian Institute of Strategic Studies (body established by the Russian President).";"Repeating older disinformation with no supporting evidence."
"15";"06.02.2016";"novorosinform.org";"Russian";"Ukraine";"StopFake.org";"Nazi/Fascist";"http://bit.ly/1VeXmS0";"Kyiv nazis are robbing peaceful citizens - photo as a prove.";"Kyiv nazis are robbing peaceful citizens - photo as a prove.";"In fact, the picture depicts a Russian soldier looting in Chechnya in 1995: http://bit.ly/1LoDWoa"
"15";"05.02.2016";"aeronet.cz";"Czech";"US";"European Values Think-Tank";"US, Conspiracy, Migration crisis";"http://bit.ly/1KimN4P";"The migration wave has been prepared in advance and is directed by influential US-based NGO The Council on Foreign Relations (CFR). CFR has many puppet politicians in Europe who act in accordance with CFR plans.";"The migration wave has been prepared in advance and is directed by influential US-based NGO The Council on Foreign Relations (CFR). CFR has many puppet politicians in Europe who act in accordance with CFR plans.";"Repeating older disinformation with no supporting evidence."
"14";"05.02.2016";"Titkolt Hírek";"Hungarian";"Germany";"Political Capital Institute";"Migration crisis";"http://bit.ly/1QKyLTW";"Germany is in a pogrom mood after women were harassed by migrants.";"Germany is in a pogrom mood after women were harassed by migrants.";"No evidence given."
"14";"04.02.2016";"South Front HU Facebook";"Hungarian";"Al-Qaeda, Saudi Arabia";"Political Capital Institute";"Terrorism";"http://on.fb.me/1NUgH5h";"The spokesman of Saudi Arabian Ministry of Interior officially admitted the state-funding of Al-Qaeda.";"The spokesman of Saudi Arabian Ministry of Interior officially admitted the state-funding of Al-Qaeda.";"Major General Mansour Al-Turki said that the ‘misuse of our financial system’ resulted in money ending in the hands of terrorists such as al Qaeda: http://bit.ly/1K2Th2F"
"14";"04.02.2016";"ceskoaktualne.cz";"Czech";"Russia";"Juraj Smatana // European Values Think-Tank";"Migration crisis";"http://bit.ly/1T6JDyT";"Migrants harassed a Russian girl in Murmansk, 18 of them ended up in a hospital, 33 in jail.";"Migrants harassed a Russian girl in Murmansk, 18 of them ended up in a hospital, 33 in jail.";"The incident did not happen: http://bit.ly/1SCqAwv"
"14";"04.02.2016";"Vremya pokazhet @ Pervyi kanal, time 24:50 (similarly at 31:27)";"Russian";"Ukraine";"Pavel Spirin, former journalist";"Coup, Euromaidan, Nazi/Fascist";"http://bit.ly/1XcXpz5";"Euromaidan was a coup (lead by nazis).";"Euromaidan was a coup (lead by nazis).";"Repeating an already debunked disinformation."
"14";"04.02.2016";"Vremya pokazhet @ Pervyi kanal, time 34:45";"Russian";"Russia, The West, Ukraine";"Pavel Spirin, former journalist";"Odessa, Warmongering";"http://bit.ly/1XcXpz5";"During the past two years, the West has been supporting the murder of people [in Odessa] by Ukrainian nationalists.";"During the past two years, the West has been supporting the murder of people [in Odessa] by Ukrainian nationalists.";"No evidence given."
"14";"04.02.2016";"Vremya pokazhet @ Pervyi kanal, time 37:25";"Russian";"Russia, Ukraine";"Pavel Spirin, former journalist";"Odessa, Russian world";"http://bit.ly/1XcXpz5";"Odessa as well as Ukraine itself has always been part of the Russian world, without any doubts. It was, it is and it will be always.";"Odessa as well as Ukraine itself has always been part of the Russian world, without any doubts. It was, it is and it will be always.";"Neither Odessa, nor Ukraine is a part of a ""Russian world""."
"14";"04.02.2016";"Vremya pokazhet @ Pervyi kanal, time 39:35";"Russian";"Ukraine";"Pavel Spirin, former journalist";"Nazi/Fascist";"http://bit.ly/1XcXpz5";"Ukraine is governed by nazis.";"Ukraine is governed by nazis.";"Repeating an already debunked disinformation. See the election results."
"14";"04.02.2016";"svobodnenoviny.eu";"Czech";"UK, US";"European Values Think-Tank";"Conspiracy";"http://bit.ly/1nXyUKE";"Zika virus is owned by American and British companies and it is available for purchase on the Internet.";"Zika virus is owned by American and British companies and it is available for purchase on the Internet.";"There is no patent related to Zika virus. Biological samples from the companies mentioned in the article are not publicly available, they can be bought only by official laboratories."
"14";"03.02.2016";"ParlamentniListy.cz";"Czech";"Ukraine, US";"European Values Think-Tank";"War in Ukraine, Coup, Donbas, Euromaidan, Viktor Yanukovych";"http://bit.ly/1RfHEqw";"Putin's man Nikolai Starikov in Prague: The coup in Ukraine had established an US-controlled puppet government and the civil war in Donbass is Kyiv's bloody campaign against supporters of Victor Yanukovych.";"Putin's man Nikolai Starikov in Prague: The coup in Ukraine had established an US-controlled puppet government and the civil war in Donbass is Kyiv's bloody campaign against supporters of Victor Yanukovych.";"Repeating an already debunked disinformation: http://bit.ly/1TMMBI5"
"14";"03.02.2016";"Georgy Kotyonok @Youtube";"Russian";"Ukraine, EU, France";"Oleksandr Nykonorov, journalist for Depo.ua, blogger, researcher";"Coup, Euromaidan, Nazi/Fascist";"http://bit.ly/1QP7lML";"Euromaidan was a coup sponsored by the EU, carried out by nazis and idiots. The French government is a totalitarian regime - Igor Druz from Russian Institute of Strategic Studies (body established by the Russian President).";"Euromaidan was a coup sponsored by the EU, carried out by nazis and idiots. The French government is a totalitarian regime - Igor Druz from Russian Institute of Strategic Studies (body established by the Russian President).";"Repeating an already debunked disinformation. // For claims about France, no evidence given."
"14";"03.02.2016";"the-day-x.ru";"Russian";"USSR, Ukraine, US";"Oleksandr Nykonorov, journalist for Depo.ua, blogger, researcher";"Capitalists";"http://bit.ly/1UW1nKW";"Ukraine is now cleaned from all Soviet industry to enable the entrance of American supra-national corporations.";"Ukraine is now cleaned from all Soviet industry to enable the entrance of American supra-national corporations.";"No evidence given."
"15";"03.02.2016";"aif.ru";"Russian";"Italy, The West, US, France";"Pavel Spirin, former journalist";"Leonid Reshetnikov, Warmongering";"http://bit.ly/243Tw41";"Interview with Leonid Reshetnikov, head of Russian Institute for Strategic Studies (body founded by the Russian President): USA organized World War II. // Ukraine is an artificial country. // People from the West, particularly France and Italy, ask Russia to save them.";"Interview with Leonid Reshetnikov, head of Russian Institute for Strategic Studies (body founded by the Russian President): USA organized World War II. // Ukraine is an artificial country. // People from the West, particularly France and Italy, ask Russia to save them.";"No evidence given. // Ukraine is a sovereign country. // No evidence given."
"14";"02.02.2016";"fort-russ.com";"English";"Russia";"Juraj Smatana // European Values Think-Tank";"Migration crisis";"http://bit.ly/1Qlo8Ei";"Migrants harassed a Russian girl in Murmansk, 18 of them ended up in a hospital, 33 in jail.";"Migrants harassed a Russian girl in Murmansk, 18 of them ended up in a hospital, 33 in jail.";"The incident did not happen: http://bit.ly/1SCqAwv"
"14";"02.02.2016";"newsli.ru";"Russian";"Russia";"Juraj Smatana // European Values Think-Tank";"Migration crisis";"http://bit.ly/1QOZKOe";"Migrants harassed a Russian girl in Murmansk, 18 of them ended up in a hospital, 33 in jail.";"Migrants harassed a Russian girl in Murmansk, 18 of them ended up in a hospital, 33 in jail.";"The incident did not happen: http://bit.ly/1SCqAwv"
"14";"02.02.2016";"newsbalt.ru";"Russian";"Ukraine, Poland";"Igor Solovey, journalist, expert of ""Агентство международных исследований"" (АМИ)";"Daesh";"http://bit.ly/1nRqhAp";"More and more ISIS fighters are coming to Poland from Ukraine, therefore a wall has to be built on the border.";"More and more ISIS fighters are coming to Poland from Ukraine, therefore a wall has to be built on the border.";"No evidence given. The number of illegal migrants from Ukraine is the same as year before: http://bit.ly/20PuTpr"
"14";"02.02.2016";"hlavnespravy.sk";"Slovak";"Russia";"Juraj Smatana // European Values Think-Tank";"Migration crisis";"http://bit.ly/20Cv62z";"Migrants harassed a Russian girl in Murmansk, 18 of them ended up in a hospital, 33 in jail.";"Migrants harassed a Russian girl in Murmansk, 18 of them ended up in a hospital, 33 in jail.";"The incident did not happen: http://bit.ly/1SCqAwv"
"14";"01.02.2016";"Vremya pokazhet @ Pervyi kanal, time 34:45";"Russian";"Russia, Ukraine, US, Syria";"Pavel Spirin, former journalist";"Syrian War, Bashar al-Assad, Warmongering";"http://bit.ly/1KAqBOC";"The US will use Ukrainian troops in Syria to fight against Assad’s regime and Russian forces.";"The US will use Ukrainian troops in Syria to fight against Assad’s regime and Russian forces.";"No evidence given."
"14";"01.02.2016";"Vremya pokazhet @ Pervyi kanal, time 34:45";"Russian";"Russia, Ukraine, US, Syria";"Pavel Spirin, former journalist";"Syrian War, Bashar al-Assad, Warmongering";"http://bit.ly/1KAqBOC";"The US will use Ukrainian troops in Syria to fight against Assad’s regime and Russian forces.";"The US will use Ukrainian troops in Syria to fight against Assad’s regime and Russian forces.";"No evidence given."
"14";"01.02.2016";"tass.ru";"Russian";"China, Kazakhstan, Ukraine";"Sergei Sydorenko, journalist for Evropeiska pravda";"Other";"http://bit.ly/1mibKwy";"A Ukrainian train going to China got lost in Kazakhstan.";"A Ukrainian train going to China got lost in Kazakhstan.";"The Ukrainian train did reach the final destination, and did so the day before the fake message was reported: http://on.fb.me/20en8qK"
"14";"01.02.2016";"nwoo.org";"Czech";"Ukraine";"European Values Think-Tank";"Mustafa Dzhemilev, Crimean Tatars, Terrorism, Petro Poroshenko, Crimea, Daesh";"http://bit.ly/1Q4LCmX";"Mustafa Dzhemilev and Petro Poroshenko have agreed that Crimean Tatars will revive their military battalion. It will be a branch of the Islamic State, it will conduct terror acts in Crimea, and it will be sponsored by ISIS.";"Mustafa Dzhemilev and Petro Poroshenko have agreed that Crimean Tatars will revive their military battalion. It will be a branch of the Islamic State, it will conduct terror acts in Crimea, and it will be sponsored by ISIS.";"No evidence given."
"14";"01.02.2016";"kudtkoekiewet.nl";"Dutch";"Ukraine, The Netherlands";"Ukrainska Pravda // EuromaidanPress.com // StopFake.org";"Terrorism, Azov";"http://bit.ly/1PZgYv7";"Azov fighters threaten the Dutch people with a terror attack again.";"Azov fighters threaten the Dutch people with a terror attack again.";"The video is a fake, second in three weeks of the same kind: http://bit.ly/1SPxKvP // http://bit.ly/1T2LRiI // http://bit.ly/1QOWKRN"
"14";"01.02.2016";"Hídfő";"Hungarian";"Germany";"Political Capital Institute";"Wolfgang Herles, Information war";"http://bit.ly/1SP9vxJ";"Wolfgang Herles, former head of ZDF: German authorities administer a brutal censorship over the media.";"Wolfgang Herles, former head of ZDF: German authorities administer a brutal censorship over the media.";"Wolfgang Herles claimed that German media are too close to the government and they are following a political agenda: http://dailym.ai/20eqM3W"
"14";"01.02.2016";"Hídfő";"Hungarian";"Turkey, Egypt";"Political Capital Institute";"Flight 9268";"http://bit.ly/1X8gn9W";"The Turkish nationalist organization Grey Wolves could have participated in the downing of the Russian A321 in Egypt.";"The Turkish nationalist organization Grey Wolves could have participated in the downing of the Russian A321 in Egypt.";"Egyptian Interior Ministry denied such Russian media allegations: http://bit.ly/1SPBc9K"
"14";"31.01.2016";"Voskresnyi vecher s Vladimirom Solovyovym, time 28:04";"Russian";"Russia, The West";"Pavel Spirin, former journalist";"The West";"http://bit.ly/1nShJJM";"The West thinks of Russians as of barbarians.";"The West thinks of Russians as of barbarians.";"No evidence given."
"14";"31.01.2016";"Voskresnyi vecher s Vladimirom Solovyovym, time 41:43 (similarly at 54:13)";"Russian";"UK, Russia, The West";"Pavel Spirin, former journalist";"Corruption, BBC, Information war, Vladimir Putin, The West";"http://bit.ly/1nShJJM";"[The BBC documentary about Putin's corruption] is a small part of hybrid war that the West conducts against Russia.";"[The BBC documentary about Putin's corruption] is a small part of hybrid war that the West conducts against Russia.";"No evidence given."
"14";"31.01.2016";"Voskresnyi vecher s Vladimirom Solovyovym, time 28:04";"Russian";"Russia, The West";"Pavel Spirin, former journalist";"The West";"http://bit.ly/1nShJJM";"The West thinks of Russians as of barbarians.";"The West thinks of Russians as of barbarians.";"No evidence given."
"14";"31.01.2016";"Voskresnyi vecher s Vladimirom Solovyovym, time 41:43 (similarly at 54:13)";"Russian";"UK, Russia, The West";"Pavel Spirin, former journalist";"Corruption, BBC, Information war, Vladimir Putin, The West";"http://bit.ly/1nShJJM";"[The BBC documentary about Putin's corruption] is a small part of hybrid war that the West conducts against Russia.";"[The BBC documentary about Putin's corruption] is a small part of hybrid war that the West conducts against Russia.";"No evidence given."
"15";"31.01.2016";"ukraina.ru";"Russian";"Russia, Ukraine, US";"StopFake.org";"Information war";"http://bit.ly/1KjAcJK";"The American Ambassador to Ukraine criticised the Ukrainian government's policy of the information war with Russia.";"The American Ambassador to Ukraine criticised the Ukrainian government's policy of the information war with Russia.";"In fact, the Ambassador said that Ukraine should not follow Russia's example with e.g. establishing a troll factory, or generating ""alternative"" stories: http://bit.ly/1oe8GmG"
"14";"31.01.2016";"Vesti nedeli s Dmitriem Kiselyovym, time 05:15";"Russian";"UK";"Pavel Spirin, former journalist";"Queen Elizabeth II, BBC";"http://bit.ly/1Q4Hi79";"BBC stains the reputation of Elizabeth II.";"BBC stains the reputation of Elizabeth II.";"BBC is not a royal media and does not represent the Queen."
"14";"31.01.2016";"Vesti nedeli s Dmitriem Kiselyovym, time 16:40";"Russian";"UK, Russia, US";"Pavel Spirin, former journalist";"Corruption, BBC, Information war, Vladimir Putin";"http://bit.ly/1Q4Hi79";"The BBC documentary about Putin's corruption is a part of American and British attempts to divide and destroy Russia.";"The BBC documentary about Putin's corruption is a part of American and British attempts to divide and destroy Russia.";"No evidence given."
"14";"31.01.2016";"Vesti nedeli s Dmitriem Kiselyovym, time 30:13";"Russian";"Germany";"Pavel Spirin, former journalist";"Sexual harassment, Lisa case";"http://bit.ly/1Q4Hi79";"Further developing of the case of the raped 13 year old girl in Berlin.";"Further developing of the case of the raped 13 year old girl in Berlin.";"Repeating a disinformation that has been debunked many times."
"14";"31.01.2016";"ukraina.ru";"Russian";"Ukraine";"European Values Think-Tank";"Mustafa Dzhemilev, Crimean Tatars, Terrorism, Petro Poroshenko, Crimea, Daesh";"http://bit.ly/1SaHyBF";"Mustafa Dzhemilev and Petro Poroshenko have agreed that Crimean Tatars will revive their military battalion. It will be a branch of the Islamic State, it will conduct terror acts in Crimea, and it will be sponsored by ISIS.";"Mustafa Dzhemilev and Petro Poroshenko have agreed that Crimean Tatars will revive their military battalion. It will be a branch of the Islamic State, it will conduct terror acts in Crimea, and it will be sponsored by ISIS.";"No evidence given."
"14";"30.01.2016";"whatdoesitmean.com";"English";"Ukraine, US";"European Values Think-Tank";"Hillary Clinton, Nadiya Savchenko, War in Ukraine";"http://bit.ly/1Qmqd2K";"Hillary Clinton's top secret emails will be used in the trial against Nadia Savchenko.";"Hillary Clinton's top secret emails will be used in the trial against Nadia Savchenko.";"Neither the mentioned report, nor any information about it, is to be found in any independent sources."
"14";"30.01.2016";"Georgy Kotyonok @Youtube";"German";"EU";"Oleksandr Nykonorov, journalist for Depo.ua, blogger, researcher";"Christianity, Migration crisis";"http://bit.ly/20PtK16";"The dechristianization of Europe is the reason for the migrant wave. Christians are persecuted in Europe, the European court has banned baptising children.";"The dechristianization of Europe is the reason for the migrant wave. Christians are persecuted in Europe, the European court has banned baptising children.";"Repeating older disinformation with no supporting evidence."
"14";"30.01.2016";"Georgy Kotyonok @Youtube";"Russian";"EU";"Oleksandr Nykonorov, journalist for Depo.ua, blogger, researcher";"Christianity, Migration crisis";"http://bit.ly/20PtK16";"The dechristianization of Europe is the reason for the migrant wave. Christians are persecuted in Europe, the European court has banned baptising children.";"The dechristianization of Europe is the reason for the migrant wave. Christians are persecuted in Europe, the European court has banned baptising children.";"Repeating older disinformation with no supporting evidence."
"13";"29.01.2016";"Vremya Pokazhet, time 04:55";"Russian";"Ukraine, EU";"Pavel Spirin, former journalist";"European values";"http://bit.ly/1nxaLtl";"Europe forces Russia and Ukraine to accept European values.";"Europe forces Russia and Ukraine to accept European values.";"No evidence given."
"14";"29.01.2016";"prvnizpravy.cz";"Czech";"Russia, Ukraine";"European Values Think-Tank";"Davos, Yuri Trutnev, Petro Poroshenko";"http://bit.ly/20Ermxo";"In Davos, Ukrainian President Petro Poroshenko had a fight with Russian Vice Prime Minister Yuri Trutnev.";"In Davos, Ukrainian President Petro Poroshenko had a fight with Russian Vice Prime Minister Yuri Trutnev.";"No independent sources confirm this incident."
"14";"29.01.2016";"instory.cz";"Czech";"EU, US";"European Values Think-Tank";"Conspiracy, Migration crisis";"http://bit.ly/1S9h8QT";"Interrogations of migrants have shown that the migrant wave is being organized by Americans. The aim is to undermine Europe, following the same scenario as was used against Ukraine.";"Interrogations of migrants have shown that the migrant wave is being organized by Americans. The aim is to undermine Europe, following the same scenario as was used against Ukraine.";"Repeating an already debunked disinformation, which appeared in an Austrian outlet half a year ago: http://bit.ly/1NYulEc"
"13";"29.01.2016";"Vremya Pokazhet, time 14:36";"Russian";"Russia, EU";"Pavel Spirin, former journalist";"Russophobia";"http://bit.ly/1nxaLtl";"The European Union is a threat for Russia and it forces its member states to adopt Russophobe policies against the wish of the majority of its people.";"The European Union is a threat for Russia and it forces its member states to adopt Russophobe policies against the wish of the majority of its people.";"No evidence given."
"14";"29.01.2016";"Izvestia";"Russian";"The West, Ukraine";"Pavel Spirin, former journalist";"Information war, The West";"http://bit.ly/1Q4J6Nw";"Western media have eliminated freedom of speech. The most important thing for them is the attitude towards Kyiv junta.";"Western media have eliminated freedom of speech. The most important thing for them is the attitude towards Kyiv junta.";"No evidence given. // There is nothing like ""Kyiv junta"", see the election results."
"13";"29.01.2016";"Vremya Pokazhet, time 33:38";"Russian";"Russia, The West, Ukraine";"Pavel Spirin, former journalist";"The West, Russian world";"http://bit.ly/1nxaLtl";"For the West, it is necessary to divide the Russians. For that reason, they say that the Ukrainians are not Russians and they are enemies of the Russians; then the will say the same about the Siberians: that they are not the Russians, but enemies; finally about people who live in the Urals: they, too, will be called a separate nation; the dismemberment of Russia and the elimination of the great Russian people.";"For the West, it is necessary to divide the Russians. For that reason, they say that the Ukrainians are not Russians and they are enemies of the Russians; then the will say the same about the Siberians: that they are not the Russians, but enemies; finally about people who live in the Urals: they, too, will be called a separate nation; the dismemberment of Russia and the elimination of the great Russian people.";"Ukrainians are not Russians. For the rest, no evidence given."
"13";"29.01.2016";"Vremya Pokazhet, time 04:55";"Russian";"Ukraine, EU";"Pavel Spirin, former journalist";"European values";"http://bit.ly/1nxaLtl";"Europe forces Russia and Ukraine to accept European values.";"Europe forces Russia and Ukraine to accept European values.";"No evidence given."
"14";"29.01.2016";"prvnizpravy.cz";"Czech";"Russia, Ukraine";"European Values Think-Tank";"Davos, Yuri Trutnev, Petro Poroshenko";"http://bit.ly/20Ermxo";"In Davos, Ukrainian President Petro Poroshenko had a fight with Russian Vice Prime Minister Yuri Trutnev.";"In Davos, Ukrainian President Petro Poroshenko had a fight with Russian Vice Prime Minister Yuri Trutnev.";"No independent sources confirm this incident."
"14";"28.01.2016";"pravdareport.com";"English";"Russia, Ukraine";"European Values Think-Tank";"Davos, Yuri Trutnev, Petro Poroshenko";"http://bit.ly/1mn6EPL";"In Davos, Ukrainian President Petro Poroshenko had a fight with Russian Vice Prime Minister Yuri Trutnev.";"In Davos, Ukrainian President Petro Poroshenko had a fight with Russian Vice Prime Minister Yuri Trutnev.";"No independent sources confirm this incident."
"14";"28.01.2016";"dni.ru";"Russian";"Russia, Ukraine";"European Values Think-Tank";"Davos, Yuri Trutnev, Petro Poroshenko";"http://bit.ly/23SrdFU";"In Davos, Ukrainian President Petro Poroshenko had a fight with Russian Vice Prime Minister Yuri Trutnev.";"In Davos, Ukrainian President Petro Poroshenko had a fight with Russian Vice Prime Minister Yuri Trutnev.";"No independent sources confirm this incident."
"14";"28.01.2016";"almasdarnews.com";"English";"Syria";"European Values Think-Tank";"Syrian War, Bashar al-Assad";"http://bit.ly/1QOYQkJ";"OPCW (Organisation for the Prohibition of Chemical Weapons): Rebels used chemical weapons, not Syrian president Assad.";"OPCW (Organisation for the Prohibition of Chemical Weapons): Rebels used chemical weapons, not Syrian president Assad.";"OPCW confirmed no such thing. The organisation claimed that they noted new cases of people exposed to nerve gas although the Syrian government destroyed all its declared stocks and that further investigation is needed: http://bbc.in/20Pk9Y8"
"14";"28.01.2016";"nwoo.org";"Czech";"Syria";"European Values Think-Tank";"Syrian War, Bashar al-Assad";"http://bit.ly/1Kz7Ef9";"OPCW (Organisation for the Prohibition of Chemical Weapons): Rebels used chemical weapons, not Syrian president Assad.";"OPCW (Organisation for the Prohibition of Chemical Weapons): Rebels used chemical weapons, not Syrian president Assad.";"OPCW confirmed no such thing. The organisation claimed that they noted new cases of people exposed to nerve gas although the Syrian government destroyed all its declared stocks and that further investigation is needed: http://bbc.in/20Pk9Y8"
"14";"28.01.2016";"""Yevgeniy Alekseyevich Fyodorov"", YouTube channel";"Russian";"Belarus";"Oleksandr Nykonorov, journalist for Depo.ua, blogger, researcher";"Alexander Lukashenko, Euromaidan, Nazi/Fascist";"http://bit.ly/1PIM5cs";"A ""Maidan"" in Minsk is ready. Lukashenka will be overthrown by nazis.";"A ""Maidan"" in Minsk is ready. Lukashenka will be overthrown by nazis.";"No evidence given."
"14";"28.01.2016";"CzechFreePress.cz";"Czech";"Czech Republic, The West, Ukraine";"European Values Think-Tank";"Bohuslav Sobotka, War in Ukraine, Warmongering";"http://bit.ly/1Qmsxa2";"The entire West, including Czech Prime Minister Sobotka, were supporting violence and Kalashnikovs instead of elections in Ukraine.";"The entire West, including Czech Prime Minister Sobotka, were supporting violence and Kalashnikovs instead of elections in Ukraine.";"The West, including the Czech Prime Minister, was supporting directly the opposite."
"13";"28.01.2016";"Sputnik";"English";"Russia, US, Syria";"EEAS";"US, Syrian War, Information war";"http://bit.ly/1Q43fgQ";"The reports about Russia allegedly launching airstrikes against the 'wrong targets' in Syria comes from unreliable sources. The Russian Defense Ministry acts in a much more transparent manner that the US-led coalition.";"The reports about Russia allegedly launching airstrikes against the 'wrong targets' in Syria comes from unreliable sources. The Russian Defense Ministry acts in a much more transparent manner that the US-led coalition.";"The Syrian Observatory for Human Rights is not an unreliable source. Contrary, the reports from Russian Ministry of Defense have been proved wrong many times, see e.g. http://bit.ly/23BY7dD, http://bit.ly/1PNTU2z, or numerous claims about no Russian military presence in Ukraine."
"14";"28.01.2016";"pravdareport.com";"English";"Russia, Ukraine";"European Values Think-Tank";"Davos, Yuri Trutnev, Petro Poroshenko";"http://bit.ly/1mn6EPL";"In Davos, Ukrainian President Petro Poroshenko had a fight with Russian Vice Prime Minister Yuri Trutnev.";"In Davos, Ukrainian President Petro Poroshenko had a fight with Russian Vice Prime Minister Yuri Trutnev.";"No independent sources confirm this incident."
"14";"28.01.2016";"dni.ru";"Russian";"Russia, Ukraine";"European Values Think-Tank";"Davos, Yuri Trutnev, Petro Poroshenko";"http://bit.ly/23SrdFU";"In Davos, Ukrainian President Petro Poroshenko had a fight with Russian Vice Prime Minister Yuri Trutnev.";"In Davos, Ukrainian President Petro Poroshenko had a fight with Russian Vice Prime Minister Yuri Trutnev.";"No independent sources confirm this incident."
"13";"27.01.2016";"Vremya Pokazhet, time 03:18";"Russian";"Ukraine";"Pavel Spirin, former journalist";"War in Ukraine, Minsk agreements";"http://bit.ly/1PJVdQ2";"Ukraine is persistently sabotaging the second Minsk agreement on all its points, as Ukraine failed to adopt a law on special rights of the territories seized by separatists.";"Ukraine is persistently sabotaging the second Minsk agreement on all its points, as Ukraine failed to adopt a law on special rights of the territories seized by separatists.";"Ukraine is not sabotaging the Minsk agreements. Ukraine’s law on a special status of Donetsk and Luhansk regions came into force on 16 October 2014. The second Minsk Agreement was adopted later, in 11 February 2015."
"13";"27.01.2016";"Vremya Pokazhet, time 11:55";"Russian";"Ukraine";"Pavel Spirin, former journalist";"Minsk agreements";"http://bit.ly/1PJVdQ2";"Ukrainians have destroyed their own country and they don't even wish to fulfill the agreement.";"Ukrainians have destroyed their own country and they don't even wish to fulfill the agreement.";"Vladimir Putin himself admitted Russia's active involvement in Ukraine: http://en.kremlin.ru/events/president/news/50971 // Ukraine is not sabotaging the Minsk agreements, see disproof above."
"13";"27.01.2016";"Vremya Pokazhet, time 27:09";"Russian";"Russia, Ukraine, US";"Pavel Spirin, former journalist";"Artem Sheinin, War in Ukraine";"http://bit.ly/1PJVdQ2";"Artem Sheinin, Russian journalist, blames the US for the tragedy of Ukraine: “American politicians brewed all this two years ago!”";"Artem Sheinin, Russian journalist, blames the US for the tragedy of Ukraine: “American politicians brewed all this two years ago!”";"No evidence given."
"13";"27.01.2016";"Lifenews.ru";"Russian";"Russia, Ukraine";"Igor Solovey, journalist, expert of ""Агентство международных исследований"" (АМИ) // Ukrainian World Congress // StopFake.org";"Terrorism, Secret services, Daesh";"http://bit.ly/1nRuvbz";"ISIS prepares terror attacks in Ukraine - the Russian secret service warned their Ukrainian counterparts.";"ISIS prepares terror attacks in Ukraine - the Russian secret service warned their Ukrainian counterparts.";"The Ukrainian secret service has no contacts with their Russian counterparts, and labelled the LifeNews report a fake: http://bit.ly/20va7Ly // http://bit.ly/1QQqlMx"
"13";"27.01.2016";"izvestia.ru";"Russian";"Russia, Georgia";"EEAS";"ICC, Russo-Georgian War, Mikheil Saakashvili";"http://bit.ly/1m1cOVx";"International Criminal Court began investigating Mikheil Saakashvili for war crimes during 2008.";"International Criminal Court began investigating Mikheil Saakashvili for war crimes during 2008.";"The International Criminal Court authorised the Prosecutor to proceed with an investigation for the crimes allegedly committed in and around South Ossetia, Georgia, between 1 July and 10 October 2008: http://bit.ly/1TrIAJ4"
